,received_date,externorderno,sku_desc,received_qty,remarks,reason,comment,unnamed:_7
104,2024-06-11T00:00:00.000,202-6068683-8565138,Farrel-Tan-8,1,Refunded,No Reason,Unknown,Unknown
105,2024-06-11T00:00:00.000,945441871-OFH-A,Devita-Black-8,1,Refunded,No Reason,Unknown,Unknown
106,2024-06-11T00:00:00.000,945478750-OFH-A,Clayton-Black-Suede-8,1,Refunded,No Reason,Unknown,Unknown
107,2024-06-11T00:00:00.000,945545209-OFH-A,Bond-Black-06,1,Refunded,don\'t like style,Unknown,Unknown
108,2024-06-11T00:00:00.000,945773215-OFH-A,Cannon-Black-06,1,Refunded,No Reason,Unknown,Unknown
109,2024-06-11T00:00:00.000,946108089-OFH-A,Bond-Black-05,1,Refunded,No Reason,Unknown,Unknown
110,2024-06-11T00:00:00.000,946225106-OFH-A,Kew-Black-Shine-06,1,Refunded,No Reason,Unknown,Unknown
111,2024-06-11T00:00:00.000,946650111-OFH-A,Hoxton-Gold-05,1,Refunded,don\'t like style,Unknown,Unknown
112,2024-06-11T00:00:00.000,946876649-OFH-A,Jax-Black-8,1,Refunded,No Reason,Unknown,Unknown
113,2024-06-11T00:00:00.000,946880867-OFH-A,Harley-Tan-9,1,Refunded,No Reason,Unknown,Unknown
114,2024-06-11T00:00:00.000,946936662-OFH-A,Bromley-Black-04,1,Refunded,don\'t like style,Unknown,Unknown
115,2024-06-11T00:00:00.000,947208640-OFH-A,Lucas-Black-7,1,Refunded,No Reason,Unknown,Unknown
116,2024-06-11T00:00:00.000,947246015-OFH-A,Leyton-Gold-08,1,Refunded,No Reason,Unknown,Unknown
117,2024-06-11T00:00:00.000,947890402-OFH-A,Lane-Brown-06,1,Refunded,No Reason,Unknown,Unknown
118,2024-06-11T00:00:00.000,947992216-OFH-A,Tower-Black-07,1,Refunded,No Reason,Unknown,Unknown
119,2024-06-11T00:00:00.000,948153590-OFH-A,Farrel-Black-10,1,Refunded,No Reason,Unknown,Unknown
120,2024-06-11T00:00:00.000,948167404-OFH-A,Cannon-Black-04,1,Refunded,No Reason,Unknown,Unknown
121,2024-06-11T00:00:00.000,948246611-OFH-A,Maddox-Navy-Suede-10,1,Refunded,No Reason,Unknown,Unknown
122,2024-06-11T00:00:00.000,948293902-OFH-A,Frankie-Patent-Black-12,1,Refunded,don\'t like style,Unknown,Unknown
123,2024-06-11T00:00:00.000,948294843-OFH-A,Perry-Bordo-8,1,Refunded,No Reason,Unknown,Unknown
124,2024-06-11T00:00:00.000,948311626-OFH-A,Boycie-Tan-8,1,Refunded,No Reason,Unknown,Unknown
125,2024-06-11T00:00:00.000,948343233-OFH-A,Lane-Black-06,1,Refunded,don\'t like style,Unknown,Unknown
126,2024-06-11T00:00:00.000,DUX032575773-A,Portland-Black-7,1,Refunded,No Reason,Unknown,Unknown
127,2024-06-11T00:00:00.000,DUX032592130-A,Fetz-Brown-10,1,Refunded,No Reason,Unknown,Unknown
128,2024-06-11T00:00:00.000,948557603-OFH-A,Kensal-Chocolate-08,1,Refunded,No Reason,Unknown,Unknown
129,2024-06-11T00:00:00.000,948618948-OFH-A,Lane-Brown-07,1,Refunded,don\'t like style,Unknown,Unknown
130,2024-06-11T00:00:00.000,948679399-OFH-A,Cannon-Black-03,1,Refunded,don\'t like style,Unknown,Unknown
131,2024-06-11T00:00:00.000,948684251-OFH-A,Tower-Black-05,1,Refunded,don\'t like style,Unknown,Unknown
132,2024-06-11T00:00:00.000,948715962-OFH-A,Kensal-Chocolate-06,1,Refunded,No Reason,Unknown,Unknown
133,2024-06-11T00:00:00.000,948792829-OFH-A,Camden-Black-08,1,Refunded,No Reason,Unknown,Unknown
134,2024-06-11T00:00:00.000,203-1592518-2180359,Lucas-Black-10,1,Refunded,No Reason,Unknown,Unknown
135,2024-06-11T00:00:00.000,948818279-OFH-A,Elverson-Black-05,1,Refunded,No Reason,Unknown,Unknown
136,2024-06-11T00:00:00.000,948848272-OFH-A,Tower-Black-06,1,Refunded,No Reason,Unknown,Unknown
137,2024-06-11T00:00:00.000,948941868-OFH-A,Regent-Black-06,1,Refunded,don\'t like style,Unknown,Unknown
138,2024-06-11T00:00:00.000,949291252-OFH-A,Devita-Black-8,1,Refunded,don\'t like style,Unknown,Unknown
139,2024-06-11T00:00:00.000,949367515-OFH-A,Driscol-Black-8,1,Refunded,don\'t like style,Unknown,Unknown
140,2024-06-11T00:00:00.000,949375099-OFH-A,Banks-Brown-12,1,Refunded,No Reason,Unknown,Unknown
141,2024-06-11T00:00:00.000,949420742-OFH-A,Dixon-Wood-12,1,Refunded,No Reason,Unknown,Unknown
142,2024-06-11T00:00:00.000,949495090-OFH-A,Marlow-Black-04,1,Refunded,No Reason,Unknown,Unknown
143,2024-06-11T00:00:00.000,949573500-OFH-A,Cardew-Black-12,1,Refunded,No Reason,Unknown,Unknown
144,2024-06-11T00:00:00.000,DUX032777544-B,Boycie-Tan-11,1,Refunded,No Reason,Unknown,Unknown
145,2024-06-11T00:00:00.000,949632709-OFH-A,Lucas-Brown-8,1,Refunded,don\'t like style,Unknown,Unknown
146,2024-06-11T00:00:00.000,949647431-OFH-A,Chase-Black-10,1,Refunded,No Reason,Unknown,Unknown
147,2024-06-11T00:00:00.000,949679026-OFH-A,Frankie-Patent-Black-7,1,Refunded,No Reason,Unknown,Unknown
148,2024-06-11T00:00:00.000,949709037-OFH-A,Bank-Black-06,1,Refunded,don\'t like style,Unknown,Unknown
149,2024-06-11T00:00:00.000,949709955-OFH-A,Banks-Brown-10,1,Refunded,don\'t like style,Unknown,Unknown
150,2024-06-11T00:00:00.000,949720905-OFH-A,Cannon-Black-07,1,Refunded,don\'t like style,Unknown,Unknown
151,2024-06-11T00:00:00.000,DUX032814250-A,Woodside-Taupe-05,1,Refunded,No Reason,Unknown,Unknown
152,2024-06-11T00:00:00.000,949924725-OFH-A,Cardew-Tan-10,1,Refunded,No Reason,Unknown,Unknown
153,2024-06-11T00:00:00.000,943040911-OFH-A,Morden-Black-05,1,Refunded,No Reason,Unknown,Unknown
154,2024-06-11T00:00:00.000,944365064-OFH-A,Fetz-Black-11,1,Refunded,No Reason,Unknown,Unknown
155,2024-06-11T00:00:00.000,944994150-OFH-A,Brixton-Black-05,1,Refunded,No Reason,Unknown,Unknown
156,2024-06-11T00:00:00.000,945042893-OFH-A,Hoxton-Dark-Brown-07,1,Refunded,No Reason,Unknown,Unknown
157,2024-06-11T00:00:00.000,945460270-OFH-A,Bromley-Black-08,1,Refunded,No Reason,Unknown,Unknown
158,2024-06-11T00:00:00.000,945635985-OFH-A,Lane-Black-05,1,Refunded,No Reason,Unknown,Unknown
159,2024-06-11T00:00:00.000,945711182-OFH-A,Farrel-Black-11,1,Refunded,No Reason,Unknown,Unknown
160,2024-06-11T00:00:00.000,946008782-OFH-A,Chase-Black-8,1,Refunded,No Reason,Unknown,Unknown
161,2024-06-11T00:00:00.000,DUX032212242-A,Devita-Black-8,1,Refunded,No Reason,Unknown,Unknown
162,2024-06-11T00:00:00.000,946088555-OFH-A,Cannon-Black-03,1,Refunded,No Reason,Unknown,Unknown
163,2024-06-11T00:00:00.000,946324806-OFH-A,Chase-Black-10,1,Refunded,No Reason,Unknown,Unknown
164,2024-06-11T00:00:00.000,946460337-OFH-A,Addison-Brown-Suede-9,1,Refunded,No Reason,Unknown,Unknown
165,2024-06-11T00:00:00.000,947036811-OFH-A,Bond-Black-06,1,Refunded,No Reason,Unknown,Unknown
166,2024-06-11T00:00:00.000,202-2723216-0625934,Clayton-Black-10,1,Refunded,No Reason,Unknown,Unknown
167,2024-06-11T00:00:00.000,947263688-OFH-A,Bond-Black-06,1,Refunded,No Reason,Unknown,Unknown
168,2024-06-11T00:00:00.000,947331354-OFH-A,Addison-Tan-11,1,Refunded,No Reason,Unknown,Unknown
169,2024-06-11T00:00:00.000,DUX032407259-D,Bateman-Tan-12,1,Refunded,No Reason,Unknown,Unknown
170,2024-06-11T00:00:00.000,947699721-OFH-A,Camden-Black-06,1,Refunded,No Reason,Unknown,Unknown
171,2024-06-11T00:00:00.000,947872145-OFH-A,Lane-Black-07,1,Refunded,No Reason,Unknown,Unknown
172,2024-06-11T00:00:00.000,947980337-OFH-A,Bond-Black-05,1,Refunded,No Reason,Unknown,Unknown
173,2024-06-11T00:00:00.000,948048772-OFH-A,Hoxton-Gold-06,1,Refunded,No Reason,Unknown,Unknown
174,2024-06-11T00:00:00.000,948189256-OFH-A,Lucas-Brown-9,1,Refunded,No Reason,Unknown,Unknown
175,2024-06-11T00:00:00.000,DUX032541040-D,Gobi-Wood-11,1,Refunded,No Reason,Unknown,Unknown
176,2024-06-11T00:00:00.000,948322944-OFH-A,Ladd-Black-10,1,Refunded,Unknown,Unknown,Unknown
177,2024-06-11T00:00:00.000,948484430-OFH-A,Clayton-Black-7,1,Refunded,No Reason,Unknown,Unknown
178,2024-06-11T00:00:00.000,948547831-OFH-A,Perry-Bordo-10,1,Refunded,No Reason,Unknown,Unknown
179,2024-06-11T00:00:00.000,948683573-OFH-A,Addison-Black-Suede-8,1,Refunded,No Reason,Unknown,Unknown
180,2024-06-11T00:00:00.000,948703549-OFH-A,Brixton-Black-05,1,Refunded,No Reason,Unknown,Unknown
181,2024-06-11T00:00:00.000,948782709-OFH-A,Kensal-Black-06,1,Refunded,No Reason,Unknown,Unknown
182,2024-06-11T00:00:00.000,948810125-OFH-A,Brixton-Black-06,1,Refunded,No Reason,Unknown,Unknown
183,2024-06-11T00:00:00.000,948896201-OFH-A,Perry-Black-9,1,Refunded,No Reason,Unknown,Unknown
184,2024-06-11T00:00:00.000,948914211-OFH-A,Bromley-Spain-White-06,1,Refunded,No Reason,Unknown,Unknown
185,2024-06-11T00:00:00.000,202-3080462-3299546,Evers-Blue-9,1,Refunded,No Reason,Unknown,Unknown
186,2024-06-11T00:00:00.000,948978795-OFH-A,Woodside-Taupe-05,1,Refunded,No Reason,Unknown,Unknown
187,2024-06-11T00:00:00.000,949045381-OFH-A,Bond-Black-06,1,Refunded,No Reason,Unknown,Unknown
188,2024-06-11T00:00:00.000,949220912-OFH-A,Bower-Black-7,1,Refunded,No Reason,Unknown,Unknown
189,2024-06-11T00:00:00.000,949346753-OFH-A,Brixton-Black-08,1,Refunded,No Reason,Unknown,Unknown
190,2024-06-11T00:00:00.000,949398397-OFH-A,Bond-Black-05,1,Refunded,No Reason,Unknown,Unknown
191,2024-06-11T00:00:00.000,949404403-OFH-A,Dekker-Wood-10,1,Refunded,No Reason,Unknown,Unknown
192,2024-06-11T00:00:00.000,949444892-OFH-A,Leyton-Silver-07,1,Refunded,No Reason,Unknown,Unknown
193,2024-06-11T00:00:00.000,949471874-OFH-A,Marlow-Silver-07,1,Refunded,No Reason,Unknown,Unknown
194,2024-06-11T00:00:00.000,949503652-OFH-A,Bower-Black-7,1,Refunded,No Reason,Unknown,Unknown
195,2024-06-11T00:00:00.000,949506618-OFH-A,Bond-Black-06,1,Refunded,No Reason,Unknown,Unknown
196,2024-06-11T00:00:00.000,949662861-OFH-A,Camden-Black-06,1,Refunded,No Reason,Unknown,Unknown
197,2024-06-11T00:00:00.000,949820776-OFH-A,Kensal-Black-07,1,Refunded,No Reason,Unknown,Unknown
198,2024-06-11T00:00:00.000,949895088-OFH-A,Perry-Bordo-10,1,Refunded,No Reason,Unknown,Unknown
199,2024-06-11T00:00:00.000,DUX032855430-A,Bamford-Black-10,1,Refunded,No Reason,Unknown,Unknown
200,2024-06-11T00:00:00.000,DUX032865483-A,Addison-Black-8,1,Refunded,No Reason,Unknown,Unknown
201,2024-06-11T00:00:00.000,950138878-OFH-A,Brixton-Black-07,1,Refunded,No Reason,Unknown,Unknown
202,2024-06-11T00:00:00.000,950210137-OFH-A,Brixton-Black-03,1,Refunded,No Reason,Unknown,Unknown
203,2024-06-11T00:00:00.000,DUX032606909-A,Bond-Black-06,1,Refunded,too small/ big,Unknown,Unknown
204,2024-06-11T00:00:00.000,949443045-OFH-A,Cannon-Black-05,1,Refunded,No Reason,Unknown,Unknown
205,2024-06-11T00:00:00.000,949577322-OFH-A,Brixton-Black-04,1,Refunded,No Reason,Unknown,Unknown
206,2024-06-11T00:00:00.000,949951665-OFH-A,Bond-Black-06,1,Refunded,No Reason,Unknown,Unknown
207,2024-08-11T00:00:00.000,945144148-OFH-A,Brixton-Black-06,1,Refunded,too small/ big,Unknown,Unknown
208,2024-08-11T00:00:00.000,948796209-OFH-A,Bank-Black-05,1,Refunded,No Reason,Unknown,Unknown
209,2024-08-11T00:00:00.000,949266929-OFH-A,Brixton-Black-06,1,Refunded,don\'t like style,Unknown,Unknown
210,2024-08-11T00:00:00.000,949288622-OFH-A,Soho-Silver-08,1,Refunded,No Reason,Unknown,Unknown
211,2024-08-11T00:00:00.000,949398055-OFH-A,Lucas-Black-8,1,Refunded,No Reason,Unknown,Unknown
212,2024-08-11T00:00:00.000,949534210-OFH-A,Maddox-Navy-Suede-9,1,Refunded,No Reason,Unknown,Unknown
213,2024-08-11T00:00:00.000,949853954-OFH-A,Grange-Red-07,1,Refunded,too small/ big,Unknown,Unknown
214,2024-08-11T00:00:00.000,950210064-OFH-A,Bower-Black-12,1,Refunded,No Reason,Unknown,Unknown
215,2024-08-11T00:00:00.000,941758771-OFH-A,Bond-Black-07,1,Refunded,No Reason,Unknown,Unknown
216,2024-08-11T00:00:00.000,946414843-OFH-A,Banks-Black-10,1,Refunded,don\'t like style,Unknown,Unknown
217,2024-08-11T00:00:00.000,DUX032295458-A,Dexter-Wood-9,1,Refunded,don\'t like style,Unknown,Unknown
218,2024-08-11T00:00:00.000,947449463-OFH-A,Hampton-Black-03,1,Refunded,too small/ big,Unknown,Unknown
219,2024-08-11T00:00:00.000,948125445-OFH-A,Nesser-Black-9,1,Refunded,No Reason,Unknown,Unknown
220,2024-08-11T00:00:00.000,948542959-OFH-A,Lander-Black-11,1,Refunded,No Reason,Unknown,Unknown
221,2024-08-11T00:00:00.000,948669444-OFH-A,Kensal-Chocolate-05,1,Refunded,too small/ big,Unknown,Unknown
222,2024-08-11T00:00:00.000,948717932-OFH-A,Lane-Black-08,1,Refunded,don\'t like style,Unknown,Unknown
223,2024-08-11T00:00:00.000,948912727-OFH-A,Lane-Black-05,1,Refunded,No Reason,Unknown,Unknown
224,2024-08-11T00:00:00.000,949632329-OFH-A,Kew-Black-Shine-05,1,Refunded,No Reason,Unknown,Unknown
225,2024-08-11T00:00:00.000,949635793-OFH-A,Addison-Black-8,1,Refunded,No Reason,Unknown,Unknown
226,2024-08-11T00:00:00.000,949652661-OFH-A,Kensal-Chocolate-08,1,Refunded,too small/ big,Unknown,Unknown
227,2024-08-11T00:00:00.000,949761538-OFH-A,Bond-Black-04,1,Refunded,defective / damaged,Unknown,Unknown
228,2024-08-11T00:00:00.000,DUX032822293-A,Camden-Black-06,1,Refunded,too small/ big,Unknown,Unknown
229,2024-08-11T00:00:00.000,949887645-OFH-A,Hampton-Black-05,1,Refunded,too small/ big,Unknown,Unknown
230,2024-08-11T00:00:00.000,949898457-OFH-A,Grange-Black-05,1,Refunded,No Reason,Unknown,Unknown
231,2024-08-11T00:00:00.000,DUX032905564-C,Maddox-Navy-Suede-7,1,Refunded,No Reason,Unknown,Unknown
